6.22085;0.1;30;70
6.22085;0.05;30;70
6.22085;0.03;30;70
6.22085;0.04;30;70
6.22085;0.06;30;70
6.22085;0.08;30;70
6.22085;0.03;30;80
6.22085;0.09;30;80
6.22085;0.1;30;80
6.22085;0.05;30;80
6.22085;0.04;30;80
6.22085;0.06;30;80
6.22085;0.08;30;80
6.22085;0.03;30;90
6.22085;0.09;30;90
6.22085;0.1;30;90
6.22085;0.05;30;90
6.22085;0.07;30;80
6.22085;0.04;30;90
6.22085;0.08;30;90
6.22085;0.07;30;60
6.22085;0.05;30;60
6.22085;0.04;30;60
6.22085;0.06;30;60
6.22085;0.07;30;70
6.23819;0.09;0;20
6.24133;0.03;20;90
6.24133;0.08;20;70
6.24133;0.09;20;70
6.24133;0.08;20;80
6.24133;0.1;20;70
6.24133;0.06;20;80
6.24133;0.06;20;90
6.24133;0.04;20;90
6.24133;0.08;20;90
6.24133;0.05;20;90
6.24133;0.09;20;90
6.24133;0.03;20;80
6.24133;0.05;20;80
6.24133;0.07;20;90
6.24133;0.1;20;90
6.24133;0.07;20;80
6.24133;0.09;20;80
6.24133;0.04;20;80
6.24133;0.1;20;80
6.24406;0.06;20;60
6.24406;0.08;20;60
6.24406;0.09;20;60
6.24406;0.1;20;60
6.24406;0.07;20;60
6.25754;0.08;40;60
6.25754;0.03;40;60
6.25754;0.1;40;60
6.25754;0.09;40;60
6.26106;0.04;50;60
6.26106;0.06;50;60
6.26106;0.07;40;60
6.26106;0.05;40;60
6.26106;0.04;40;60
6.26106;0.06;40;60
6.26106;0.08;50;60
6.26106;0.05;50;60
6.26106;0.07;50;50
6.26106;0.03;50;50
6.26106;0.09;50;50
6.26106;0.1;50;50
6.26106;0.05;50;50
6.26106;0.04;50;50
6.26106;0.06;50;50
6.26106;0.08;50;50
6.26106;0.07;50;60
6.26106;0.03;50;60
6.26106;0.09;50;60
6.26106;0.1;50;60
6.26294;0.03;60;60
6.26294;0.08;60;60
6.26294;0.1;60;60
6.26294;0.04;60;60
6.26294;0.09;60;60
6.26294;0.07;60;60
6.26294;0.05;60;60
6.26422;0.07;50;80
6.26422;0.09;40;90
6.26422;0.04;40;70
6.26422;0.08;50;70
6.26422;0.07;50;70
6.26422;0.03;50;70
6.26422;0.09;40;80
6.26422;0.09;50;70
6.26422;0.05;50;70
6.26422;0.06;50;70
6.26422;0.07;40;70
6.26422;0.03;40;70
6.26422;0.09;40;70
6.26422;0.04;50;70
6.26422;0.1;40;90
6.26422;0.1;50;70
6.26422;0.06;50;90
6.26422;0.04;50;90
6.26422;0.05;50;90
6.26422;0.03;50;90
6.26422;0.1;40;70
6.26422;0.04;40;90
6.26422;0.08;50;80
6.26422;0.08;40;90
6.26422;0.06;50;80
6.26422;0.04;50;80
6.26422;0.03;40;80
6.26422;0.1;40;80
6.26422;0.08;40;70
6.26422;0.05;50;80
6.26422;0.04;40;80
6.26422;0.1;50;80
6.26422;0.09;50;80
6.26422;0.08;40;80
6.26422;0.03;40;90
6.26422;0.03;50;80
6.2663;0.03;70;80
6.2663;0.05;60;90
6.2663;0.04;70;70
6.2663;0.05;70;70
6.2663;0.03;70;70
6.2663;0.04;60;90
6.2663;0.06;60;90
6.2663;0.03;60;90
6.2663;0.04;60;80
6.2663;0.06;60;80
6.2663;0.05;60;80
6.2663;0.06;70;70
6.2663;0.03;60;80
6.2663;0.03;60;70
6.2663;0.08;60;70
6.2663;0.04;60;70
6.2663;0.06;60;70
6.2663;0.05;60;70
6.2663;0.1;60;70
6.2663;0.09;60;70
6.2663;0.05;70;80
6.2663;0.04;70;80
6.2663;0.06;70;80
6.26865;0.03;70;90
6.27056;0.06;10;80
6.27056;0.04;10;80
6.27056;0.08;10;80
6.27056;0.05;10;80
6.27056;0.09;10;80
6.27056;0.1;10;80
6.27056;0.07;10;80
6.27056;0.07;10;70
6.27056;0.08;10;90
6.27056;0.05;10;90
6.27056;0.09;10;90
6.27056;0.1;10;90
6.27056;0.07;10;90
6.27056;0.06;10;90
6.27207;0.06;0;90
6.27207;0.05;0;90
6.27207;0.09;0;90
6.27207;0.07;0;90
6.27207;0.08;0;90
6.27207;0.1;0;90
6.27207;0.06;0;80
6.27207;0.05;0;80
6.27207;0.09;0;80
6.27207;0.07;0;80
6.27207;0.08;0;80
6.27207;0.1;0;80
6.27207;0.07;0;70
6.27324;0.09;10;10
6.27519;0.04;10;60
6.28301;0.07;20;70
6.28301;0.03;20;70
6.28301;0.06;20;70
6.28301;0.05;20;70
6.28301;0.04;20;70
6.30707;0.05;20;60
6.30707;0.03;20;60
6.30707;0.04;20;60
6.32674;0.03;0;10
6.38007;0.05;70;90
6.38007;0.06;70;90
6.38958;0.04;70;90
6.64865;0.02;60;60
7.17603;0.02;70;80
7.17603;0.02;60;80
7.17603;0.02;50;60
7.17603;0.02;60;70
7.17603;0.02;50;70
7.17603;0.02;50;80
7.17603;0.02;50;90
7.17603;0.02;60;90
7.17839;0.02;70;90
7.19103;0.1;0;10
7.21283;0.02;50;50
7.21807;0.02;70;70
7.22446;0.1;0;20
7.42398;0.02;0;10
7.51658;0.02;0;20
7.51658;0.03;0;20
7.53232;0.04;0;20
7.70068;0.01;20;30
7.75388;0.01;10;30
7.76765;0.01;10;50
7.7739;0.01;0;50
7.85342;0.01;10;40
8.05481;0.01;30;40
8.08604;0.01;10;20
8.14127;0.01;0;40
8.14391;0.01;10;90
8.14854;0.01;40;50
8.14854;0.01;40;60
8.14854;0.01;40;40
8.15016;0.01;0;90
8.15027;0.01;30;50
8.15205;0.01;30;90
8.15205;0.01;30;80
8.15205;0.01;30;70
8.15205;0.01;40;70
8.15205;0.01;20;90
8.15205;0.01;40;90
8.15205;0.01;40;80
8.15218;0.01;20;50
8.15479;0.01;20;60
8.18373;0.1;10;10
8.34052;0.01;10;80
8.34505;0.01;10;70
8.34677;0.01;0;80
8.3513;0.01;0;70
8.35696;0.01;30;30
8.38319;0.01;10;60
8.38944;0.01;0;60
8.42307;0.01;30;60
8.42442;0.01;20;80
8.73072;0.01;20;20
8.73254;0.01;20;40
8.81082;0.01;20;70
9.12379;0.01;0;30
9.14226;0.01;50;70
9.14226;0.01;50;90
9.14226;0.01;60;90
9.14226;0.01;50;50
9.14226;0.01;50;80
9.14226;0.01;70;70
9.14226;0.01;70;80
9.14226;0.01;60;70
9.14226;0.01;60;80
9.14226;0.01;60;60
9.14226;0.01;50;60
9.14226;0.01;70;90
11.036;0.01;10;10
11.8166;0.01;0;20
14.1611;0.01;0;10
14.5678;0.02;0;0
16.0275;0.03;0;0
18.3031;0.04;0;0
18.3956;0.01;0;0
19.0218;0.05;0;0
19.4245;0.06;0;0
20;0.1;0;0
20;0.07;0;0
20;0.08;0;0
20;0.09;0;0
